node_id,x,y
240,-0.368532103668359,-0.0380952380952387
241,-0.369750537727917,-0.116822241125389
242,-0.36912858019077,-0.193895670239477
243,-0.369338778211247,-0.270221056534144
244,-0.370471656278495,-0.346025765059497
245,-0.370701089345611,-0.421231139227489
246,-0.368936262680972,-0.497615321187665
247,-0.367618424571484,-0.575951494422318
248,0.356276990230806,0.658598509158636
249,-0.359409399204448,-0.659293801755593
250,0.359409399204448,-0.659293801755593
251,-0.35596042368381,0.658237771130246
252,-0.088306958763315,0.457714563583704
253,0.088306958763315,-0.457714563583704
254,-0.0972240367654942,-0.464133405820841
255,0.0972218952904475,0.46413361601474
256,-0.0411727989995587,-0.527385647851198
257,0.0411545084421646,0.527383914962985
258,0.239144794811963,-0.285970441816415
259,-0.238941258264328,-0.287401283184633
260,-0.241911585563158,-0.210466716480218
261,-0.244738433197534,-0.131992492060954
262,-0.244288166043125,-0.0635464499192729
263,-0.229195607725981,0.000631751608866304
264,-0.241112646342675,0.064895427810849
265,-0.242774125327289,0.135368697832771
266,-0.242195231936133,0.207350133182412
267,-0.240050435499207,0.286694255312769
268,0.23834813115308,0.285137986050794
269,0.24173498903546,0.208294381028231
270,0.242671864921493,0.135206466247267
271,0.240880353935337,0.0645589443375514
272,0.226042504605035,0.000368471963804073
273,0.241865087859437,-0.063658368560457
274,0.244418852644793,-0.131562866457585
275,0.241738826447171,-0.208358322305538
276,-0.229879771379297,-0.586996324051469
277,-0.148240641773389,-0.595900304217906
278,-0.0673963242436246,-0.597064183314983
279,0.0173914437358251,-0.588805943175926
280,0.0828988504539092,-0.615380629817057
281,0.148699080369294,-0.598908209493355
282,0.229879771379297,-0.586996324051468
283,0.294895044815725,-0.536882872284606
284,0.306528647093659,-0.463450048528032
285,0.308860341625906,-0.388578853188119
286,0.305221171364469,-0.315047749210281
287,0.30473750238902,-0.238153166103843
288,0.306407690123232,-0.161197001124456
289,0.30714896562654,-0.0842492787994507
290,0.29619468508414,0.0013159033291339
291,0.304504330602642,0.085325258122551
292,0.305893762620921,0.161865033570993
293,0.304322584859248,0.237697164951271
294,0.304637045381448,0.313665249069805
295,0.309518337600385,0.390528431221537
296,0.305247719413468,0.465396951110497
297,0.299036898114723,0.537302133022759
298,0.22826294593246,0.585360984832471
299,0.147715207673024,0.595770496025606
300,0.0672275629806562,0.597088766783055
301,-0.0173914437358251,0.588805943175926
302,-0.0827733760353271,0.615440233147197
303,-0.148269919270319,0.598730585249315
304,-0.227664347900054,0.585032086285012
305,-0.298639502477151,0.535779636259571
306,-0.309364300391777,0.462587561377636
307,-0.309289553337002,0.387017376796874
308,-0.305274372498384,0.312987631788086
309,-0.304621599316968,0.236963373915221
310,-0.306062008698861,0.161427295554414
311,-0.305729251232281,0.0874714607211953
312,-0.296556028237501,0.00194038371084504
313,-0.307878364932992,-0.0841387749478545
314,-0.304918731577559,-0.161564978567739
315,-0.304453920969301,-0.240108157598817
316,-0.304859095628109,-0.31396830192477
317,-0.308948845603309,-0.387626351317669
318,-0.3075073828159,-0.462446669062082
319,-0.300287478993327,-0.535990888937388
320,-0.180495252959321,0.422248384192255
321,0.180748581220092,0.4241344968046
322,-0.180748581220092,-0.4241344968046
323,0.180495252959321,-0.422248384192255
324,0.303588379455388,0.604276285766899
325,0.30473724195976,-0.60380102098407
326,-0.303985695343793,0.604716035780772
327,-0.305949349399091,-0.603331011085156
